,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,languages,genre,ccu,tags
169,14317120,Idle Champions of the Forgotten Realms,PixelMouse,3909,,289,222,0,"1,000,000 .. 2,000,000",0,0,0,0,4,2,0,"English, Korean, Japanese, Simplified Chinese, Traditional Chinese, Russian, Bulgarian, Spanish - Latin America, French, Portuguese - Portugal, Portuguese - Brazil","Simulation, Strategy",0,"{'RPG': 705, 'Open World': 642, 'JRPG': 518, 'Fantasy': 453, 'Story Rich': 398, 'Great Soundtrack': 386, 'Singleplayer': 351, 'Adventure': 346, 'Action': 335, 'Multiplayer': 321, 'Action RPG': 289, 'Third Person': 270, 'Anime': 257, 'Hack and Slash': 247, 'Atmospheric': 164, 'Online Co-Op': 151, 'Co-op': 120, 'Violent': 84, 'First-Person': 81, 'Nudity': 45}"
170,11134071,Marvel's Midnight Suns,Star Gem Inc.,"Expansive Worlds, Avalanche Studios",,144390,5730,0,"20,000,000 .. 50,000,000",0,0,0,0,928,1473,0,English,Action,18256,"{'Horror': 2155, 'Psychological Horror': 1518, 'Survival Horror': 1299, 'First-Person': 1234, 'Gore': 1189, 'Singleplayer': 1079, 'Dark': 1034, 'Atmospheric': 950, 'Violent': 903, 'Survival': 763, 'Mature': 740, 'Action': 647, 'Nudity': 595, 'Adventure': 573, 'Story Rich': 555, 'Sexual Content': 549, 'Multiplayer': 428, 'Parkour': 366, 'Indie': 345, 'FPS': 163}"
171,4381428,Batman: Arkham Origins,Capcom,Paradox Interactive,,929,1102,0,"1,000,000 .. 2,000,000",0,0,0,0,1,0,0,English,"Free to Play, Racing, Simulation, Sports",2,"{'Action': 391, 'Open World': 361, 'Parkour': 333, 'Adventure': 321, 'Stealth': 319, 'Assassin': 300, 'Third Person': 279, 'Multiplayer': 223, 'Historical': 211, 'Singleplayer': 172, 'Story Rich': 139, 'Atmospheric': 126, 'Action-Adventure': 117, 'Great Soundtrack': 113, 'Medieval': 108, 'Conspiracy': 93, 'Controller': 71, 'Sandbox': 60, 'RPG': 59, 'Sci-fi': 32}"
172,10328680,Insurgency,Remedy Entertainment,Unknown Worlds Entertainment,,21401,5993,0,"1,000,000 .. 2,000,000",0,0,0,0,8,12,0,"English, French, German, Spanish - Spain, Korean, Russian, Simplified Chinese, Japanese, Turkish",Adventure,19983,"{'Open World': 1348, 'Vehicular Combat': 1217, 'Post-apocalyptic': 1155, 'Action': 1140, 'Driving': 815, 'Singleplayer': 747, 'Survival': 715, 'Third Person': 650, 'Adventure': 616, 'Exploration': 524, 'Automobile Sim': 515, 'Racing': 472, 'Atmospheric': 470, 'Story Rich': 365, 'Sandbox': 323, 'RPG': 309, 'Shooter': 305, 'Third-Person Shooter': 302, 'Multiplayer': 286, 'War': 218}"
173,7908298,The Tiny Bang Story,Bloober Team SA,Lag Studios,,220619,26830,0,"2,000,000 .. 5,000,000",0,0,0,0,202,161,0,"English, French, Italian, German, Spanish - Spain","Indie, Simulation",33,"{'Free to Play': 1718, 'Open World': 985, 'Multiplayer': 902, 'Action': 901, 'Character Customization': 869, 'Massively Multiplayer': 740, 'Shooter': 629, 'Third-Person Shooter': 596, 'PvP': 475, 'Crime': 441, 'Third Person': 430, 'Co-op': 352, 'Racing': 304, 'Sandbox': 277, 'FPS': 255, 'Adventure': 232, 'Singleplayer': 225, 'Nudity': 218, 'Hacking': 212, 'Anime': 116}"
174,9966427,DARK SOULS: REMASTERED,CyberLight Game Studio,Lever Games,,96063,17055,0,"1,000,000 .. 2,000,000",0,0,0,0,608,800,0,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish","Action, Indie, Racing, Sports",1534,"{'Rogue-lite': 332, 'Pixel Graphics': 315, 'Action Roguelike': 314, 'RPG': 308, 'Multiplayer': 301, 'Action': 270, 'Indie': 267, 'Rogue-like': 263, 'Co-op': 234, 'Adventure': 196, 'Local Co-Op': 160, 'Funny': 156, 'Online Co-Op': 142, 'Stealth': 140, 'Great Soundtrack': 125, '2D': 121, 'Procedural Generation': 116, 'Gore': 95, 'Violent': 94, 'Early Access': 87}"
175,4227767,Just Survive,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)",Number None,,4012,26756,0,"1,000,000 .. 2,000,000",0,0,0,0,19,66,90,"English, French, German, Italian, Japanese, Spanish - Spain",Simulation,1315,"{'RPG': 2719, 'MMORPG': 2476, 'Open World': 2275, 'Adventure': 2257, 'Fantasy': 2254, 'Exploration': 2224, 'Multiplayer': 2175, 'Singleplayer': 2111, 'Massively Multiplayer': 2104, 'Action': 2095, 'PvP': 1151, 'Character Customization': 1140, 'PvE': 1102, 'Lore-Rich': 1077, 'Choose Your Own Adventure': 1059, 'Story Rich': 1056, 'Class-Based': 1041, 'Magic': 1041, 'Action RPG': 1040, 'Atmospheric': 1032}"
176,2563617,S.T.A.L.K.E.R.: Shadow of Chernobyl,DICE,Rockstar Games,,3275,96,0,"1,000,000 .. 2,000,000",0,0,0,0,3754,8037,0,"English, French, German, Italian, Spanish - Spain","Action, Adventure",635,"{'Action': 220, 'World War II': 216, 'FPS': 208, 'Multiplayer': 173, 'Singleplayer': 167, 'Shooter': 138, 'War': 130, 'Classic': 125, 'First-Person': 105, 'Historical': 93, 'Military': 60, 'Atmospheric': 56, 'Story Rich': 26, 'Co-op': 21, 'Controller': 18, 'Adventure': 17, 'Casual': 11, 'Online Co-Op': 10, 'Zombies': 10, 'Simulation': 8}"
177,7262921,Magicka,Bethesda Game Studios,Frozenbyte,,5364,1122,0,"1,000,000 .. 2,000,000",0,0,0,0,32,46,0,"English, French, German, Italian, Japanese, Spanish - Spain, Russian","Action, Massively Multiplayer, Simulation",0,"{'Realistic': 976, 'World War II': 836, 'FPS': 777, 'Multiplayer': 612, 'Historical': 548, 'Action': 531, 'Tactical': 479, 'First-Person': 420, 'Shooter': 402, 'Military': 365, 'Team-Based': 332, 'War': 312, 'Simulation': 241, 'Atmospheric': 237, 'Tanks': 194, 'Singleplayer': 185, 'Gore': 177, 'Difficult': 171, 'Co-op': 163, 'Strategy': 158}"
178,7079496,Ring of Elysium,Gaming Corps AB,Paradox Interactive,,18496,13382,0,"1,000,000 .. 2,000,000",0,0,0,0,8,4,0,"English, French, Italian, German, Japanese, Polish, Romanian, Russian, Portuguese - Brazil, Spanish - Latin America, Spanish - Spain, Portuguese - Portugal, Turkish, Korean, Traditional Chinese","Action, Adventure, Strategy",7056,"{'Psychological Horror': 8212, 'Visual Novel': 6762, 'Anime': 6755, 'Free to Play': 6597, 'Horror': 5119, 'Dating Sim': 5102, 'Cute': 5100, 'Dark': 4188, 'Story Rich': 3806, 'Romance': 3599, 'Singleplayer': 3524, 'Great Soundtrack': 2993, 'Gore': 2829, 'Violent': 2419, 'Indie': 1987, 'Sexual Content': 1773, 'Memes': 1603, 'First-Person': 1575, 'Casual': 1355, 'Adventure': 853}"
179,10972991,Wolfenstein II: The New Colossus,Gaming Corps AB,Cruderocks,,109599,10271,0,"2,000,000 .. 5,000,000",0,0,0,0,0,0,0,"English, French, German, Spanish - Spain, Polish, Russian, Turkish, Portuguese - Brazil, Japanese","Action, Adventure, Free to Play, Massively Multiplayer, RPG",11246,"{'Simulation': 662, 'Education': 617, 'Immersive Sim': 539, 'Building': 414, 'Management': 341, 'Sandbox': 327, 'First-Person': 323, '3D': 312, 'Life Sim': 310, 'Realistic': 306, 'Casual': 305, 'Relaxing': 298, 'Singleplayer': 289, 'Funny': 272, 'Hardware': 271, 'Puzzle': 265, 'Modern': 263, 'Inventory Management': 257, 'Atmospheric': 250, 'Indie': 236}"
180,19988,Dota 2,Gearbox Software,Ubisoft,,20371,2774,0,"2,000,000 .. 5,000,000",0,0,0,0,86,238,0,"English, French, German, Italian, Spanish - Spain, Portuguese - Portugal, Japanese, Traditional Chinese, Korean, #lang_slovakian, Dutch, Russian, Hungarian, Czech, Polish",Action,9,"{'Zombies': 2114, 'Co-op': 1344, 'Multiplayer': 1187, 'FPS': 1148, 'Action': 994, 'Horror': 827, 'Shooter': 793, 'Online Co-Op': 781, 'Survival': 639, 'Team-Based': 630, 'First-Person': 591, 'Post-apocalyptic': 527, 'Singleplayer': 416, 'Atmospheric': 317, 'Adventure': 300, 'Moddable': 293, 'Tactical': 277, 'Replay Value': 253, 'Competitive': 250, 'Female Protagonist': 221}"
181,14051613,Watch_Dogs,GSC Game World,Valve,,91922,16284,0,"10,000,000 .. 20,000,000",0,0,0,0,65,56,0,"English, French, Italian, German, Spanish - Spain, Korean, Portuguese - Brazil, Polish, Russian",Action,25727,"{'Free to Play': 1045, 'Action': 589, 'Multiplayer': 299, 'Third-Person Shooter': 263, 'Hack and Slash': 242, 'Shooter': 201, 'Fast-Paced': 170, 'Co-op': 169, 'PvP': 158, 'Parkour': 144, 'Third Person': 121, 'Fighting': 97, 'FPS': 96, 'Massively Multiplayer': 78, 'RPG': 72, 'Indie': 71, 'Adventure': 67, 'Singleplayer': 54, 'Strategy': 48, 'First-Person': 44}"
182,4540009,Euro Truck Simulator,"Monolith Productions, Inc.",Ubisoft,,17923,2289,0,"5,000,000 .. 10,000,000",0,0,0,0,24,29,0,English,"Free to Play, Massively Multiplayer, RPG",129,"{'Strategy': 1212, 'Turn-Based Strategy': 696, 'Fantasy': 539, 'RPG': 477, '4X': 439, 'Turn-Based': 381, 'Multiplayer': 256, 'Singleplayer': 210, 'Tactical': 194, 'Hex Grid': 133, 'Co-op': 108, 'Adventure': 84, 'Grand Strategy': 83, 'Great Soundtrack': 63, 'Atmospheric': 62, 'Classic': 60, 'Moddable': 48, 'Action': 37, 'Female Protagonist': 34, 'Local Multiplayer': 19}"
183,6892712,Her Story,"Paradox Development Studio, Paradox Tinto",Xbox Game Studios,,25923,14945,0,"2,000,000 .. 5,000,000",0,0,0,0,0,0,0,"English, Simplified Chinese, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Spanish - Latin America, Traditional Chinese, Turkish, Ukrainian","Indie, Racing, Simulation, Early Access",143,"{'Horror': 4540, 'Atmospheric': 287, 'Walking Simulator': 256, 'Survival Horror': 246, 'Psychological Horror': 246, 'Indie': 239, 'Narration': 238, 'First-Person': 235, 'Singleplayer': 232, 'Exploration': 226, 'Adventure': 212, 'Historical': 198, 'Mystery': 196, 'Survival': 194, 'Open World': 190, 'Psychological': 99, 'Story Rich': 95, 'Music': 94, 'Dark': 91, 'Action': 86}"
184,3411972,Grand Theft Auto IV: The Complete Edition,"Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)","Warner Bros. Games, Warner Bros. Interactive Entertainment",,3333,170,0,"1,000,000 .. 2,000,000",0,0,0,0,108,91,0,English,"Adventure, Indie, Massively Multiplayer",148,"{'Looter Shooter': 1256, 'FPS': 1163, 'Co-op': 920, 'RPG': 904, 'Action': 804, 'Loot': 752, 'Shooter': 636, 'Online Co-Op': 556, 'First-Person': 482, 'Open World': 472, 'Comedy': 451, 'Multiplayer': 433, 'Sci-fi': 404, 'Post-apocalyptic': 368, 'Singleplayer': 341, 'Action RPG': 301, 'Funny': 286, 'Dark Humor': 269, 'Adventure': 247, 'Gore': 238}"
185,12931167,Kerbal Space Program,FireFly Studios,Gearbox Publishing,,53820,19757,0,"5,000,000 .. 10,000,000",0,0,0,0,361,474,0,"English, Danish, Dutch, French, German, Italian, Norwegian, Polish, Portuguese - Portugal, Spanish - Spain, Swedish, Korean, Simplified Chinese, Traditional Chinese","Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG",479,"{'Platformer': 1198, 'Indie': 1141, 'Puzzle': 1138, 'Pixel Graphics': 751, 'Exploration': 728, 'Great Soundtrack': 603, 'Singleplayer': 479, 'Adventure': 408, 'Casual': 320, 'Mystery': 278, 'Puzzle-Platformer': 264, '2D': 238, 'Beautiful': 197, 'Relaxing': 188, 'Atmospheric': 147, 'Cute': 104, '2.5D': 101, 'Retro': 95, 'Controller': 70, 'Metroidvania': 51}"
186,9998812,Dota 2,Piranha Bytes,Bethesda Softworks,,21935,4806,0,"5,000,000 .. 10,000,000",0,0,0,0,6,6,0,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",Action,0,"{'Free to Play': 62074, 'Hero Shooter': 60744, 'Multiplayer': 22241, 'FPS': 15169, 'Shooter': 12318, 'Action': 11764, 'Class-Based': 9399, 'Team-Based': 9018, 'Funny': 8912, 'First-Person': 7587, 'Online Co-Op': 7032, 'Competitive': 6853, 'Cartoony': 6850, 'Trading': 6616, 'Co-op': 5586, 'Comedy': 5075, 'Robots': 4504, 'Tactical': 3827, 'Cartoon': 3754, 'Crafting': 3544}"
187,191895,METAL GEAR RISING: REVENGEANCE,Infinity Ward,Bethesda Softworks,,8164,821,0,"1,000,000 .. 2,000,000",0,0,0,0,1203,2471,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Action, RPG",66,"{'Grand Strategy': 2736, 'Historical': 2676, 'Simulation': 2605, 'Alternate History': 2225, 'Economy': 2195, 'Military': 2190, 'Strategy': 2174, 'Sandbox': 2154, 'Political': 2145, 'Diplomacy': 2145, 'Real-Time with Pause': 2108, 'Moddable': 2078, 'Replay Value': 2070, 'Nonlinear': 2063, 'Singleplayer': 1177, 'Management': 1168, 'Multiplayer': 1168, 'Resource Management': 1129, 'Education': 1110, 'Great Soundtrack': 1107}"
188,15942856,Call of Duty: Ghosts,Rockstar Games,Cellar Door Games,,1671,1645,0,"2,000,000 .. 5,000,000",0,0,0,0,4,9,88,English,"Action, Indie, RPG",7,"{'Strategy': 1351, 'Indie': 149, 'Action': 131, '2D': 125, 'Physics': 121, 'Sandbox': 112, 'Pixel Graphics': 96, 'Moddable': 91, 'Local Co-Op': 89, 'Sci-fi': 79, 'Singleplayer': 46, 'Local Multiplayer': 43, 'Difficult': 40, 'Platformer': 31, 'Multiplayer': 29, 'Split Screen': 28, 'RTS': 26, 'Replay Value': 22, 'Zombies': 21, '4 Player Local': 17}"
189,7287054,Tomb Raider,Frictional Games,Bethesda Softworks,,42146,2788,0,"1,000,000 .. 2,000,000",0,0,0,0,1677,2529,0,English,"Simulation, Strategy",16,"{'Action': 315, 'Adventure': 232, 'Horror': 217, 'Third Person': 188, 'Singleplayer': 153, 'Third-Person Shooter': 129, 'Thriller': 127, 'Psychological Horror': 78, 'Mystery': 68, 'Atmospheric': 61, 'Arcade': 60, 'Shooter': 59, 'Cinematic': 54, 'Survival Horror': 52, 'Detective': 49, 'Story Rich': 48, 'Supernatural': 36, 'Survival': 29, 'Controller': 25, 'Short': 24}"
190,8213022,NBA 2K19,Running With Scissors,3909,,2008,1514,0,"1,000,000 .. 2,000,000",0,0,0,0,704,1347,0,"English, German, Simplified Chinese, Polish, Portuguese - Brazil, French, Italian, Spanish - Spain, Finnish, Japanese, Korean, Swedish, Thai, Traditional Chinese, Turkish, Portuguese - Portugal, Russian, Danish, Czech, Arabic, Ukrainian, Indonesian, Persian",Action,1,"{'Open World Survival Craft': 1080, 'Survival': 979, 'Underwater': 864, 'Open World': 829, 'Singleplayer': 824, 'Exploration': 763, 'Horror': 708, 'Base-Building': 685, 'Adventure': 672, 'Crafting': 558, 'First-Person': 550, 'Survival Horror': 501, 'Aliens': 494, 'Sci-fi': 480, 'Multiplayer': 418, 'Atmospheric': 397, 'Story Rich': 390, 'Early Access': 386, 'Great Soundtrack': 352, 'Sandbox': 349}"
191,12948603,The Henry Stickmin Collection,Ninja Kiwi,"IMCGAMES Co.,Ltd.",,13316,9189,0,"2,000,000 .. 5,000,000",0,0,0,0,46,22,0,"English, Italian, German, Spanish - Spain, Japanese, Portuguese - Portugal, Portuguese - Brazil","Action, Adventure, Indie, Strategy",258,"{'Beautiful': 912, 'Metroidvania': 757, 'Great Soundtrack': 747, 'Platformer': 745, 'Action': 640, 'Singleplayer': 635, 'Adventure': 567, 'Atmospheric': 531, 'Story Rich': 473, 'Exploration': 444, 'Cute': 435, 'Action-Adventure': 393, 'Puzzle': 344, 'Emotional': 339, 'Indie': 289, '2D': 288, 'Difficult': 288, 'Fantasy': 286, 'Open World': 256, 'Souls-like': 107}"
192,9984940,L.A. Noire,JOYCITY,Paradox Interactive,,1854,2729,0,"1,000,000 .. 2,000,000",0,0,0,0,114,306,90,"English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Polish, Russian","Action, RPG",3,"{'Multiplayer': 984, 'Online Co-Op': 978, 'Tower Defense': 878, 'Singleplayer': 869, 'Strategy': 625, 'Survival': 623, 'Action RPG': 606, 'Character Customization': 601, 'Family Friendly': 598, 'Tactical': 596, 'Funny': 596, 'Building': 584, 'Fantasy': 580, 'PvE': 578, 'Strategy RPG': 575, 'Moddable': 566, 'RPG': 561, '3D': 555, 'Third Person': 551, 'Team-Based': 549}"
193,797977,Assassin's Creed: Director's Cut Edition,2K Marin,SEGA,,94022,1388,0,"2,000,000 .. 5,000,000",0,0,0,0,24,24,0,"English, French, German, Italian, Spanish - Spain","Action, Adventure, Indie",629,"{'Adventure': 2068, 'Platformer': 171, 'Classic': 146, 'Puzzle': 111, '2D': 106, 'Singleplayer': 94, 'Cult Classic': 90, 'Retro': 68, 'Dark': 60, 'Funny': 51, 'Atmospheric': 43, 'Comedy': 42, 'Difficult': 40, ""1990's"": 39, 'Cinematic': 32, 'Puzzle-Platformer': 31, 'Action': 24, 'Fantasy': 21, 'Old School': 14, 'Indie': 13}"
194,11825737,Viscera Cleanup Detail: Santa's Rampage,"2K Boston, 2K Australia",Electronic Arts,,118879,18491,0,"1,000,000 .. 2,000,000",0,0,0,0,130,297,0,English,"Action, Adventure, RPG",4114,"{'Open World': 2111, 'Multiplayer': 304, 'Action': 291, 'Third-Person Shooter': 184, 'Adventure': 180, 'Mod': 178, 'Sandbox': 170, 'Massively Multiplayer': 144, 'Shooter': 125, 'Free to Play': 113, 'Third Person': 100, 'Co-op': 73, 'Funny': 65, 'Exploration': 51, 'Racing': 48, 'Epic': 48, 'Moddable': 24, 'Singleplayer': 21, 'FPS': 17, 'Zombies': 15}"
195,16633684,Victoria II,"CAPCOM Co., Ltd.","Codemasters, Feral Interactive (Linux), Feral Interactive (Mac), Electronic Arts",,4578,1682,0,"2,000,000 .. 5,000,000",0,0,0,0,0,0,0,English,"Action, Casual, Indie",659,"{'Action': 1496, 'Open World': 1180, 'Crime': 1156, 'Story Rich': 1019, 'Atmospheric': 788, 'Singleplayer': 738, 'Third Person': 631, 'Third-Person Shooter': 575, 'Automobile Sim': 555, 'Shooter': 550, 'Great Soundtrack': 518, 'Adventure': 475, 'Driving': 462, 'America': 435, 'Classic': 418, 'Music': 356, 'Nudity': 302, 'Multiplayer': 246, 'Sandbox': 194, '3D Vision': 152}"
196,14394519,Killer is Dead - Nightmare Edition,"Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)",Ninja Theory,,9241,1313,0,"1,000,000 .. 2,000,000",0,0,0,0,55,58,0,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian","Action, Free to Play, Indie",35,"{'RPG': 546, 'Action': 183, 'Fantasy': 143, 'Third Person': 133, 'Hack and Slash': 112, 'Adventure': 94, 'Singleplayer': 92, 'Classic': 87, 'Action RPG': 34, 'Magic': 31, 'Female Protagonist': 23, 'Atmospheric': 22, 'Multiplayer': 19, 'First-Person': 18, 'Great Soundtrack': 18, 'Nudity': 18, 'Open World': 17, 'Action-Adventure': 15, 'Dark Fantasy': 13, 'Medieval': 9}"
197,4170754,Crysis 2 - Maximum Edition,Infinity Ward,Electronic Arts,,158242,22862,0,"1,000,000 .. 2,000,000",0,0,0,0,2468,3723,0,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Simplified Chinese, Turkish, Thai",Action,3082,"{'Detective': 942, 'Crime': 666, 'Open World': 639, 'Noir': 631, 'Adventure': 555, 'Story Rich': 499, 'Mystery': 421, 'Third Person': 396, 'Investigation': 393, 'Singleplayer': 344, 'Cinematic': 340, 'Action': 326, 'Atmospheric': 296, 'Mature': 256, 'Nudity': 140, 'Strategy': 121, 'Puzzle': 119, 'Third-Person Shooter': 116, 'Thriller': 106, '3D Vision': 53}"
198,8131203,No More Room in Hell,Squad,Daybreak Game Company,,186421,32495,0,"2,000,000 .. 5,000,000",0,0,0,0,169,145,0,"English, French, German, Spanish - Spain, Italian, Czech, Polish, Russian, Hungarian","Action, Indie, Strategy",51448,"{'Strategy': 840, 'Medieval': 447, 'City Builder': 385, 'RTS': 372, 'Multiplayer': 334, 'Simulation': 269, 'Historical': 189, 'Co-op': 178, 'Building': 165, 'Classic': 164, 'Singleplayer': 156, 'Resource Management': 155, 'Atmospheric': 122, 'Sandbox': 104, 'Action': 98, 'Tactical': 94, 'Open World': 91, 'Adventure': 75, 'Survival': 48, 'Indie': 24}"
199,13364776,Total War: EMPIRE – Definitive Edition,Arkane Studios,Valve,,80,1674,0,"2,000,000 .. 5,000,000",0,0,0,0,32,50,0,"English, German, French, Italian, Korean, Spanish - Spain, Russian, Japanese, Polish, Traditional Chinese","Action, RPG",0,"{'Action': 593, 'Combat': 509, 'Adventure': 503, 'Historical': 500, 'Third Person': 497, 'Stealth': 494, 'Exploration': 493, 'Parkour': 486, 'Assassin': 475, 'Medieval': 474, 'Singleplayer': 472, 'Conspiracy': 467, 'Atmospheric': 465, 'Realistic': 463, 'Story Rich': 461, 'Action-Adventure': 455, '3D': 454, 'Cinematic': 451, 'Narration': 445, 'Soundtrack': 444}"
200,6913293,Fallout Tactics: Brotherhood of Steel,Firaxis Games,Activision,,217357,30866,0,"5,000,000 .. 10,000,000",0,0,0,0,70,73,0,"English, German, Russian, Portuguese - Portugal","Action, Adventure, Indie, RPG",13353,"{'Simulation': 556, 'Military': 460, 'Action': 418, 'Multiplayer': 396, 'Tactical': 372, 'Realistic': 367, 'FPS': 330, 'Open World': 317, 'Strategy': 289, 'Shooter': 251, 'War': 225, 'First-Person': 225, 'Co-op': 217, 'Moddable': 196, 'Singleplayer': 171, 'Sandbox': 135, 'Third Person': 132, 'Third-Person Shooter': 104, 'Zombies': 103, 'TrackIR': 74}"
201,14047065,Ring of Elysium,Contingent99,8Floor,,6791,1148,0,"2,000,000 .. 5,000,000",0,0,0,0,401,281,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",Simulation,212,"{'Action': 158, 'LEGO': 77, 'Ninja': 53, 'Multiplayer': 53, 'Co-op': 50, 'Open World': 45, 'Adventure': 36, 'Funny': 34, 'Comedy': 33, 'Family Friendly': 32, 'Local Co-Op': 22, 'Singleplayer': 17, 'Third Person': 13, 'Local Multiplayer': 9, 'Story Rich': 9, 'Online Co-Op': 6, 'Anime': 5}"
202,12848603,Mark of the Ninja,"Firaxis Games, Feral Interactive (Linux)",Ninja Kiwi,,614,5,0,"1,000,000 .. 2,000,000",0,0,0,0,613,1581,46,"English, French, German, Italian, Spanish - Spain","Action, Adventure",1,"{'Free to Play': 3589, 'Zombies': 3022, 'Multiplayer': 2129, 'Survival': 1989, 'Horror': 1724, 'Co-op': 1471, 'Online Co-Op': 1325, 'Action': 1233, 'FPS': 1176, 'First-Person': 1027, 'Survival Horror': 865, 'Shooter': 850, 'Post-apocalyptic': 823, 'Open World': 639, 'Realistic': 575, 'Indie': 527, 'Atmospheric': 506, 'Mod': 454, 'Adventure': 427, 'Massively Multiplayer': 380}"
203,6226405,"Warhammer 40,000: Dawn of War - Soulstorm",Criterion Games,Ubisoft,,65625,11058,0,"2,000,000 .. 5,000,000",0,0,0,0,17,10,0,English,"Action, Adventure",2083,"{'Open World': 2021, 'Action': 1566, 'Crime': 1159, 'Classic': 1115, 'Automobile Sim': 1060, 'Third Person': 1055, 'Singleplayer': 1022, 'Multiplayer': 1022, 'Shooter': 856, 'Driving': 834, 'Story Rich': 753, 'Adventure': 678, 'Sandbox': 655, 'Mature': 643, 'Great Soundtrack': 620, 'Third-Person Shooter': 605, 'Moddable': 514, 'Atmospheric': 510, 'Funny': 489, 'Comedy': 382}"
204,12834264,Albion Online,Ardi Studio,Thunder Lotus Games,,61957,16486,0,"2,000,000 .. 5,000,000",0,0,0,0,95,60,0,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",RPG,880,"{'Anime': 277, 'JRPG': 253, 'RPG': 251, 'Action RPG': 213, 'Singleplayer': 204, 'Open World': 192, 'Action': 188, 'Fantasy': 185, 'Story Rich': 173, 'Third Person': 148, 'Magic': 126, 'Combat': 116, 'Adventure': 114, 'Controller': 87, 'Romance': 83, 'Female Protagonist': 83, 'Character Customization': 72, 'Sexual Content': 61, 'Hack and Slash': 57, 'Multiplayer': 34}"
205,8248042,Sniper Elite 5,Total Mayhem Games,SMG Studio,,8013,489,0,"2,000,000 .. 5,000,000",0,0,0,0,6,2,0,"English, French, Italian, German, Japanese, Polish, Romanian, Russian, Portuguese - Brazil, Spanish - Latin America, Spanish - Spain, Portuguese - Portugal, Turkish, Korean, Traditional Chinese","Racing, Simulation, Early Access",194,"{'Anime': 336, 'Hack and Slash': 330, ""Beat 'em up"": 324, 'Fighting': 312, 'Pirates': 310, 'Action': 286, 'Split Screen': 279, 'PvP': 274, 'Arcade': 269, 'Multiplayer': 154, 'Co-op': 132, 'Adventure': 121, 'RPG': 120, 'Local Co-Op': 114, 'Comedy': 111, 'Online Co-Op': 101, 'Musou': 93, 'Controller': 89, 'Singleplayer': 88, 'Open World': 74}"
206,12735934,PUBG: BATTLEGROUNDS,Massive Entertainment,Focus Entertainment,,415561,27417,0,"10,000,000 .. 20,000,000",0,0,0,0,194,398,1,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","Action, Adventure, Indie, RPG",4290,"{'Hunting': 1284, 'Open World': 1062, 'Multiplayer': 988, 'Simulation': 728, 'First-Person': 721, 'Shooter': 672, 'Survival': 622, 'Realistic': 597, 'Co-op': 564, 'Adventure': 515, 'FPS': 480, 'Action': 408, 'Singleplayer': 394, 'Walking Simulator': 330, 'Online Co-Op': 323, 'Atmospheric': 305, 'Sports': 252, 'Combat': 194, 'Strategy': 185, 'Gore': 149}"
207,11820562,Sonic Generations Collection,Io-Interactive A/S,Gearbox Publishing,,56277,5980,0,"5,000,000 .. 10,000,000",0,0,0,0,724,1038,0,English,"Action, Adventure, Indie",3442,"{'Point & Click': 4574, 'Puzzle': 4571, 'Hand-drawn': 4567, 'Steampunk': 244, 'Retro': 240, 'Atmospheric': 236, '2D': 232, 'Story Rich': 225, 'Casual': 224, 'Family Friendly': 221, 'Cute': 220, 'Surreal': 214, 'Stylized': 214, 'Adventure': 201, 'Singleplayer': 173, 'Hidden Object': 171, 'Indie': 147, 'Minigames': 142, 'Logic': 137, 'Relaxing': 132}"
